go on at	老是数落	keep complaining at	phrasal	英,口
go out to	（心意）送给	extend sympathy to	collocation	
go out with	与…约会	date romantically	phrasal	
go towards	用于；有助于	contribute toward	collocation	
goad on	怂恿，煽动	provoke into action	phrasal	
gobble down	狼吞虎咽	eat quickly and greedily	phrasal	
grass up	告发，举报	inform on somebody	phrasal	英,俚
grey out	使变灰（不可用）	fade or disable by graying	phrasal	英
grind into	碾进、磨进	press or crush into	phrasal	
grind up	磨碎	grind into small bits	phrasal	
grow apart	日渐疏远	drift away from each other	phrasal	
grow in	在…上增长	increase in quality or degree	collocation	
grow to	渐渐变得	gradually come to	phrasal	
grow upon	渐得…喜爱	gradually become pleasing to	phrasal	正
gut out	硬扛到底	endure bravely to the end	phrasal	美,口
hack into	黑进（电脑系统）	break into a computer	collocation	科
hack off	使大为恼火	annoy intensely	phrasal	口
hack up	咳出；猛砍	cough violently; chop	phrasal	
ham up	夸张做戏	overact for effect	phrasal	口
hammer away	埋头猛干	work steadily and hard	phrasal	
hammer away at	坚持做；抨击	keep at; criticize repeatedly	phrasal	
hand around	挨个分发	pass things around	collocation	
hand round	传阅分发	pass round to others	phrasal	英
hang about!	等等！搞什么呀！	wait a moment; exclamation	phrasal	英,口
hang around with	与…厮混	spend time with	phrasal	口
hang back from	畏缩不前	be reluctant about	phrasal	
hang it up	算了！去他的！	mild exclamation of annoyance	slang	口
hang onto	保住；抓紧	retain possession of	phrasal	
hang out for	苦等；坚持要	wait eagerly for	phrasal	美,口
hang with	与…泡在一起	spend time with	slang	美,口
hanker for	渴望，惦记	have a craving for	phrasal	
harp on	老调重弹，唠叨	complain repetitively about	phrasal	口
hatch out	孵出；成真	hatch and emerge	phrasal	
hate on	无脑黑、喷	deride or attack	slang	美,俚
have against	对…反感	dislike or object to	phrasal	
have around	请…来家里	keep or host at home	phrasal	
have down as	把…看成	regard as	phrasal	英
have got against	对…有成见	harbor dislike for	phrasal	英,口
have in	请…上门	host at home	phrasal	英
have it in for	存心整…	hold a grudge against	idiom	口
have out	彻底摊牌	settle by arguing it out	phrasal	口
have over	请…来家里（美）	host at one's home	phrasal	美
have round	请…来家里（英）	host at one's home	phrasal	英
have up	传…受审	summon to court	phrasal	英,法
heat through	加热至热透	heat until thoroughly hot	collocation	
hedge with	对…诸多设限	surround with qualifications	phrasal	正
help along	助推…进展	assist something forward	phrasal	
hide behind	拿…当挡箭牌	use as excuse or shield	idiom	
hit for	硬要、讹（钱）	demand money from	slang	美,口
hit with	突然以…打击；起诉	strike or sue suddenly	collocation	法
hold back from	克制不做	restrain oneself from	phrasal	
hold out against	抵抗，不屈服	resist stubbornly	phrasal	
hold out for	坚持要求（条件）	demand before agreeing	phrasal	
hold out on	对…隐瞒；拖欠	withhold from	slang	口
hold up as	奉为…典范	present as a model	phrasal	
home in on	锁定；瞄准	target or focus on	phrasal	
hone in on	聚焦，锁定	concentrate on	phrasal	美
hook into	接入；挂钩与	connect or join up with	phrasal	科
hook up to	连接到（设备）	connect to	collocation	
hoon around	飙车游荡	drive around fast and carelessly	phrasal	澳,俚
hoover up	吸净；大肆吞并	vacuum or absorb greedily	phrasal	英
hound out	追得…出走	drive out by harassment	phrasal	
hover around	徘徊；大约（数）	linger near; be approximately	phrasal	
howl down	以嘘声吼声压下	drown out with howls	phrasal	
inquire of	向…询问（正式）	ask formally of	collocation	正
invite over	请…来家里	host at home	phrasal	美
invite round	请…来家里	host at home	phrasal	英
jabber away	叽叽喳喳说个不停	talk rapidly and endlessly	phrasal	口
jack around	糊弄折腾	mistreat or mess about	slang	美,口
jam on	猛踩（刹车）	press down hard on	phrasal	
jam up	堵塞；卡住	become blocked	phrasal	
jaw away	闲聊个没完	chat away idly	phrasal	英,口
jockey into	耍手腕使…就范	maneuver into position	phrasal	时
joke around	插科打诨	banter playfully	phrasal	口
jump out at	（特点）跃入眼帘	be strikingly noticeable	idiom	
keep around	留在身边	keep somebody nearby	phrasal	美
keep on about	老是念叨…	keep talking about	phrasal	英,口
key in on	摸清…的门道	figure out or tune into	slang	美,口
key on	以…为主攻/重点	focus on as key	phrasal	美
kick around with	与…厮混	spend time with	phrasal	美,口
kick in the teeth	恩将仇报的打击	cruel rebuff after effort	idiom	
kill two birds	一石二鸟	achieve two ends at once	idiom	
killing two birds with one stone	一举两得	gain two ends with one action	idiom	
king of the jungle	丛林之王	dominant figure	idiom	
kip down on	打地铺凑合睡	sleep informally on	slang	英,口
kiss up to	拍马屁溜须	flatter for favor	slang	口
knee jerk reaction	不经大脑的反应	automatic unthinking response	idiom	
knock around	四处闲逛；反复琢磨	roam or ponder casually	phrasal	口
knock it off!	住手！别闹了！	stop that behavior	slang	美,口
land in	使陷入（困境）	cause trouble for	collocation	英
