pump in	注入（资金/资源）	pump money or fuel in	phrasal	财
pump into	大量注入	force money or liquid into	phrasal	
put all your eggs in one basket	孤注一掷	risk everything on one venture	idiom	
put around	散布（消息）	spread information around	phrasal	
put at	估计（数量）	estimate an amount	phrasal	
put before	提交……审议	present a proposal for consideration	phrasal	
put down for	登记参加；付定金	sign up to join; pay a deposit for	phrasal	
put it in writing	写成文字为凭	make it official in a document	collocation	
put on a show	摆样子；作秀	stage an impressive display	idiom	口
put on your thinking cap	动动脑筋	think hard about a problem	idiom	口
put onto	使了解，提供线索	tip someone off to an idea	phrasal	
put round	顺便登门拜访	visit someone informally	phrasal	英,口
put towards	为……出钱出力	contribute money or effort to	phrasal	
put up to	怂恿，教唆	encourage someone to do something naughty	phrasal	口
put your best foot forward""	全力以赴，尽力表现	make your best effort or impression	idiom	
put your foot down	拍板反对，态度坚决	refuse firmly and assert your authority	idiom	
put your money where your mouth is	说到做到，用行动兑现	prove your words by real action	idiom	
put your shoulder to the wheel""	埋头苦干	work hard with sustained effort	idiom	
putting on a show	摆样子；作秀	stage an impressive display	idiom	口
quieten down	安静下来	become calmer and quieter	phrasal	英
quit on	抛弃；对…失望放弃	give up on and abandon someone	phrasal	口,美
race off	疾驰而去	speed off somewhere	phrasal	
race to the finish	冲向终点的竞争	a close final stage of a contest	collocation	
rack out	倒头就睡	collapse into sleep	phrasal	美,俚
railroad through	强行快速通过（法案）	rush a bill through despite opposition	phrasal	时
rain down on	（弹雨/批评）倾泻而下	fall or attack heavily on a target	phrasal	
rain on someone's parade	泼冷水，扫兴	spoil someone's fun	idiom	
rain on the parade	泼冷水，扫兴	spoil the fun	idiom	
raining cats and dogs	倾盆大雨	raining very heavily	idiom	
raise a glass	举杯祝酒	lift your glass in a toast	collocation	
raise a red flag	引起警觉，亮红灯	trigger concern or warning	idiom	
raise the white flag	举白旗认输	surrender or give up	idiom	
raise your voice	提高嗓门；公开抗议	speak angrily; protest openly	collocation	
raising a red flag	引起警觉，亮红灯	triggering concern or warning	idiom	
rake in the money	轻松赚大钱	make lots of money with little effort	idiom	口
rake it in	赚得盆满钵满	make a lot of money quickly	idiom	口
ratchet up	逐步推高	increase something steadily or sharply	phrasal	
rattle around	独自住空屋；叮当作响	live alone in a big empty place; clatter about	phrasal	
rattle through	匆匆念完/做完	get through something quickly	phrasal	
reach for the stars	志存高远	aim for the highest goals	idiom	
reach out to	主动联系	contact someone to offer or ask help	phrasal	
read all about it	请看报道详情	that is the full story (newsboy cry)	idiom	诙
read for	攻读（学位等）	study for a degree or qualification	phrasal	学
read into	过度解读	find meaning that may not be there	phrasal	
read the fine print	细看小字条款	read the small-print details carefully	collocation	
read the writing on the wall	预见败局/不祥之兆	recognize signs of coming failure	idiom	
report in	报到；汇报情况	announce your arrival or progress	phrasal	
ride off into the sunset	圆满退场	depart on a high note, like a western	idiom	
ride the tide	借势而上	be carried along by a rising trend	collocation	
ride the wave	乘势而上	take advantage of a favorable trend	collocation	
ride the waves	随波起伏	live through life's ups and downs	collocation	
riding the wave	乘势而上	taking advantage of a trend	collocation	
rifle through	翻查	search quickly through papers	phrasal	
ring in the new year	鸣钟辞旧迎新	welcome the new year with bells	idiom	
ring the alarm	敲响警钟	give warning of danger	collocation	
ring with	回荡着	sound or resound with	phrasal	
rise above	超然处之；不受困扰	stay above and unaffected by	phrasal	
rise and shine	起床啦	cheerful call to get up	idiom	口,诙
rock up	姗姗到场	turn up, often late or unexpected	phrasal	英,口
roll on	（时间）流逝	(of time) pass quickly	phrasal	
roll on!	快点到吧！	wishing for a day to arrive sooner	phrasal	口
roll the dice	豪赌一把，碰碰运气	take a risky gamble	idiom	
roll up!	快来集合	call people to gather round	phrasal	英,诙
romp ahead	轻松取得领先	take an easy lead	phrasal	体
romp through	轻松闯过	get through with ease	phrasal	
root around	四处翻找	rummage around a place	phrasal	美,口
rope into	硬拉（某人）参与	get someone involved unwillingly	phrasal	
row back	收回立场/言论	withdraw or soften a stated position	phrasal	英,时
rub off on	潜移默化地感染	transfer a quality to someone unconsciously	phrasal	
rub up on	温习，重温	brush up on something	phrasal	美,口
rule out of	取消……资格	declare unable to take part	phrasal	法
run around after	围着……团团转	chase or fuss over someone	phrasal	英,口
run off with	卷走；私奔	steal and flee; elope with	phrasal	
rush around	忙得团团转	hurry busily from place to place	phrasal	
saddle with	把负担强加给	burden with an unpleasant duty	phrasal	
save for a rainy day	储蓄以备不时之需	save money for future emergencies	idiom	
save your bacon	摆脱困境，保住利益	save you from serious trouble	idiom	口
saved by the bell	最后一刻脱险	be rescued just in time	idiom	
savour of	略带……之嫌	have a trace of something undesirable	phrasal	英,正
scoot over	挪一挪，让个位	move along to make room	phrasal	美,口
scout around	四处察看	look around to gather information	phrasal	
scout round	四处踩点	look around to find information	phrasal	英
scrape into	勉强挤进（名额）	just succeed in getting a place	phrasal	
screw over	坑害，狠狠算计	cheat or treat someone badly	phrasal	粗,美
seal the deal	敲定交易，一锤定音	finish an agreement successfully	idiom	
section off	隔出一块区域	part off a section of an area	phrasal	
seeing the bigger picture	从大局着眼	considering the overall situation	idiom	
seep away	渐渐流失消散	gradually drain away or disappear	phrasal	
seize the day	把握当下	make the most of the present	idiom	
send out for	叫（外卖）	order food to be delivered	phrasal	
set off against	衬托；抵消	contrast to set off; offset	phrasal	
shade in	涂阴影；填色	fill an area with shading	phrasal	
shadow of doubt""	丝毫疑虑（多用于否定）	a trace of doubt, mostly in negatives	idiom	
