snaffle up	顺手捞走	take something greedily or quickly	phrasal	口,英
snap out of	迅速摆脱（坏情绪）	shake off a bad mood quickly	phrasal	口
snap to it!	利索点，马上干	get moving and do it right away	phrasal	口
sniff round	暗中四处打探	investigate something nosily	phrasal	口,英
snitch on	告发，打小报告	inform against someone	phrasal	俚
soar to new heights	再上新台阶	achieve a new level of success	collocation	
sort through	翻查理清	search through things systematically	phrasal	
sound the alarm	敲响警钟，发出警报	warning people of danger	collocation	
sounding the alarm	敲响警钟	publicly warning people of danger	collocation	
spaff away	胡乱挥霍	waste money or time recklessly	phrasal	粗
speak up for	为…仗义执言	defend or support publicly	phrasal	
speak your mind	直言不讳	say what you really think	collocation	
spilling the beans	泄露秘密	revealing a secret unintentionally	idiom	口
splash out on	大手笔购置	happily spend a lot on something	phrasal	口,英
spoil for	渴望干架，急欲生事	eager for a fight or trouble	phrasal	
spring for	掏钱请客	pay for something as a treat	phrasal	口,美
spring on	冷不防塞给某人	present something to as a surprise	phrasal	
square off against	摆开架势对阵	prepare to confront or fight	phrasal	
square up to	直面并承担	accept and deal with a problem	phrasal	
squeeze up	往里挤一挤	move closer to make room	phrasal	口
stab someone in the back	背后捅刀子	betray someone who trusts you	idiom	
staff up	招足人手	hire the staff needed	phrasal	财
stand around	闲着无所事事	wait about without doing anything	phrasal	
stand your ground	坚守立场不后退	refuse to retreat or compromise	idiom	
start anew	从头再来	begin completely again	collocation	
starve out	围困迫降	force surrender by cutting off food	phrasal	军
stay back	留下不走	remain while others go	phrasal	
stay behind	人散后留下	remain after others have left	phrasal	
stay on track	保持在正轨	continue progressing as planned	collocation	
steal someone's thunder	抢风头抢先机	take the attention meant for another	idiom	
steer clear""	敬而远之	keep well away from something	idiom	
stick it to	给…点颜色瞧瞧	defy or retaliate boldly against	idiom	口
stir the pot	煽风点火惹事	deliberately create trouble	idiom	
storm off	愤然离场	leave suddenly and angrily	phrasal	
straight as an arrow	笔直；烂醉	perfectly straight, or very drunk	idiom	
straight from the horse's mouth	第一手可靠消息	from the most authoritative source	idiom	口
suit and tie	西装领带正装	formal business attire	collocation	
suit up	穿戴好装备正装	put on the clothes needed for a task	phrasal	美
sunny disposition	天性开朗阳光	naturally cheerful temperament	collocation	
swan about	到处闲逛游荡	move about idly or grandly	phrasal	口,英
swan around	优哉游哉闲逛	move about in a lazy graceful way	phrasal	口,英
sweep aside	漠视，扫清	push aside or ignore easily	phrasal	
swing through	顺路经过	pass by briefly on the way	phrasal	美
syphon off	暗中转移资金	divert funds secretly	phrasal	财
take a rain check	改天再约	politely postpone an invitation	idiom	口,美
take away from	有损…的价值	reduce the value or effect of	phrasal	
take center stage	成为关注焦点	become the main focus of attention	collocation	美
take it out on	拿…撒气	vent anger on the wrong person	idiom	口
take it upon yourself	主动揽下责任	assume a duty without being asked	collocation	
take it with a grain of salt	半信半疑别当真	do not accept it as literally true	idiom	
take up on	接受某人提议	accept someone's offer	phrasal	
take with a grain of salt	将信将疑地听	regard something skeptically	idiom	
taking a step back	退一步重新审视	stepping back to reassess things	collocation	
taking flight	起飞；渐入佳境	starting to fly or gain momentum	collocation	
taking with a grain of salt	存疑地看待	receiving something with skepticism	idiom	
talk down to	居高临下地讲	speak condescendingly to someone	phrasal	
talk through	一步步讲清楚	explain something step by step	phrasal	
