worry at	反复琢磨；咬住不放	gnaw at or dwell on persistently	phrasal	
wounded pride""	自尊心受挫	damaged self-esteem	collocation	
wrap your head around something	想通；弄明白	manage to understand something complex	idiom	
wrestle with	苦苦应对；苦思	struggle with a difficult issue	phrasal	
wriggle out of	推诿逃避	avoid a duty using excuses	phrasal	
yack on	喋喋不休	talk for far too long	phrasal	俚,美
yammer on	唠叨不休	complain or talk persistently	phrasal	俚,美
you can't have your cake	鱼与熊掌不可兼得	cannot keep and also consume something	idiom	
you can't judge a book by its cover	人不可貌相	appearances can be misleading	idiom	
your guess is as good as mine	我也毫无头绪	neither of us knows the answer	idiom	
zero out	清零	reduce to zero; clear completely	phrasal	
zip it	闭嘴	rude way to say be quiet	slang	俚,英
zip your lip	闭嘴；守口如瓶	keep quiet; keep a secret	slang	俚
zone in	集中精神	focus your attention completely	phrasal	
zone in on	专注于；锁定	concentrate closely on something	phrasal	
zoom in on	聚焦；放大特写	come closer to focus on detail	phrasal	
zoom off	飞驰而去	leave somewhere very fast	phrasal	
